%FFID	CHAN	SOU_X	SOU_Y	REC_Y	REC_X	PICK2	SOU_STAT
532	5	512764.66000	4198336.67000	4198320.71000	512762.93000	8.36677	45.40000
532	6	512764.66000	4198336.67000	4198319.74000	512763.15000	8.79382	46.00000
532	7	512764.66000	4198336.67000	4198318.76000	512763.36000	9.13164	50.80000
532	8	512764.66000	4198336.67000	4198317.78000	512763.57000	9.37237	45.40000
533	1	512762.97000	4198341.72000	4198329.19000	512762.48000	7.03195	42.70000
533	2	512762.97000	4198341.72000	4198328.21000	512762.65000	7.67926	45.90000
533	3	512762.97000	4198341.72000	4198327.22000	512762.81000	8.33514	48.10000
533	4	512762.97000	4198341.72000	4198326.24000	512762.98000	8.88572	45.70000
533	5	512762.97000	4198341.72000	4198325.25000	512763.14000	9.54410	45.10000
533	6	512762.97000	4198341.72000	4198324.26000	512763.31000	10.10353	45.10000
533	7	512762.97000	4198341.72000	4198323.28000	512763.48000	10.75718	50.30000
533	8	512762.97000	4198341.72000	4198322.29000	512763.64000	11.21797	43.90000
534	1	512762.50000	4198344.08000	4198331.24000	512762.63000	7.13200	41.50000
534	2	512762.50000	4198344.08000	4198330.26000	512762.80000	7.78489	44.80000
534	3	512762.50000	4198344.08000	4198329.27000	512762.96000	8.44528	47.20000
534	4	512762.50000	4198344.08000	4198328.29000	512763.13000	9.00004	45.30000
534	5	512762.50000	4198344.08000	4198327.30000	512763.30000	9.66217	44.20000
534	6	512762.50000	4198344.08000	4198326.31000	512763.46000	10.32453	44.80000
534	7	512762.50000	4198344.08000	4198325.33000	512763.63000	10.98108	48.90000
534	8	512762.50000	4198344.08000	4198324.34000	512763.80000	11.64469	43.60000
535	1	512762.29000	4198345.72000	4198332.68000	512762.72000	7.26916	41.10000
535	2	512762.29000	4198345.72000	4198331.70000	512762.92000	7.82502	43.80000
535	3	512762.29000	4198345.72000	4198330.72000	512763.11000	8.48166	46.50000
535	4	512762.29000	4198345.72000	4198329.73000	512763.30000	9.14576	44.30000
535	5	512762.29000	4198345.72000	4198328.75000	512763.50000	9.80437	43.20000
535	6	512762.29000	4198345.72000	4198327.77000	512763.69000	10.46313	43.50000
535	7	512762.29000	4198345.72000	4198326.79000	512763.88000	11.12236	48.70000
535	8	512762.29000	4198345.72000	4198325.81000	512764.08000	11.78259	42.80000
536	1	512762.13000	4198347.17000	4198334.14000	512762.62000	7.16393	40.60000
536	2	512762.13000	4198347.17000	4198333.16000	512762.83000	7.82058	42.20000
536	3	512762.13000	4198347.17000	4198332.19000	512763.04000	8.47184	45.70000
536	4	512762.13000	4198347.17000	4198331.21000	512763.24000	9.03027	44.30000
536	5	512762.13000	4198347.17000	4198330.23000	512763.45000	9.78993	41.30000
536	6	512762.13000	4198347.17000	4198329.25000	512763.66000	10.35030	43.10000
536	7	512762.13000	4198347.17000	4198328.27000	512763.87000	11.11125	47.70000
536	8	512762.13000	4198347.17000	4198327.30000	512764.08000	11.66608	41.90000
537	1	512762.06000	4198347.86000	4198334.85000	512762.59000	7.45169	39.40000
537	2	512762.06000	4198347.86000	4198333.88000	512762.80000	8.10204	41.90000
537	3	512762.06000	4198347.86000	4198332.90000	512763.02000	8.76064	44.80000
537	4	512762.06000	4198347.86000	4198331.92000	512763.23000	9.31985	43.40000
537	5	512762.06000	4198347.86000	4198330.95000	512763.45000	9.97378	41.20000
537	6	512762.06000	4198347.86000	4198329.97000	512763.66000	10.63449	41.70000
537	7	512762.06000	4198347.86000	4198328.99000	512763.87000	11.29575	46.90000
537	8	512762.06000	4198347.86000	4198328.02000	512764.09000	11.95155	41.30000
538	1	512761.91000	4198349.21000	4198336.25000	512762.35000	7.41626	38.40000
538	2	512761.91000	4198349.21000	4198335.28000	512762.56000	8.06589	40.00000
538	3	512761.91000	4198349.21000	4198334.30000	512762.77000	8.72344	43.80000
538	4	512761.91000	4198349.21000	4198333.32000	512762.99000	9.28250	42.90000
538	5	512761.91000	4198349.21000	4198332.34000	512763.20000	9.94203	40.20000
538	6	512761.91000	4198349.21000	4198331.37000	512763.41000	10.59565	41.00000
538	7	512761.91000	4198349.21000	4198330.39000	512763.62000	11.25650	46.30000
538	8	512761.91000	4198349.21000	4198329.41000	512763.83000	11.91786	40.80000
539	1	512761.68000	4198350.43000	4198337.60000	512761.89000	7.32606	37.50000
539	2	512761.68000	4198350.43000	4198336.62000	512762.09000	7.88012	39.30000
539	3	512761.68000	4198350.43000	4198335.64000	512762.29000	8.53560	42.00000
539	4	512761.68000	4198350.43000	4198334.65000	512762.48000	9.19852	40.80000
539	5	512761.68000	4198350.43000	4198333.67000	512762.68000	9.85602	39.60000
539	6	512761.68000	4198350.43000	4198332.69000	512762.88000	10.51431	40.10000
539	7	512761.68000	4198350.43000	4198331.71000	512763.07000	11.17278	44.20000
539	8	512761.68000	4198350.43000	4198330.73000	512763.27000	11.83227	40.00000
540	1	512761.75000	4198351.84000	4198339.04000	512761.72000	7.20501	36.80000
540	2	512761.75000	4198351.84000	4198338.06000	512761.91000	7.85676	37.80000
540	3	512761.75000	4198351.84000	4198337.08000	512762.11000	8.51023	41.50000
540	4	512761.75000	4198351.84000	4198336.10000	512762.30000	9.16485	38.70000
540	5	512761.75000	4198351.84000	4198335.12000	512762.50000	9.82081	39.50000
540	6	512761.75000	4198351.84000	4198334.14000	512762.69000	10.47737	39.60000
540	7	512761.75000	4198351.84000	4198333.16000	512762.89000	11.13505	42.50000
540	8	512761.75000	4198351.84000	4198332.18000	512763.08000	11.79298	39.50000
541	1	512761.47000	4198353.70000	4198341.20000	512760.88000	6.81489	35.90000
541	2	512761.47000	4198353.70000	4198340.22000	512761.04000	7.36137	37.50000
541	3	512761.47000	4198353.70000	4198339.23000	512761.19000	8.11642	39.50000
541	4	512761.47000	4198353.70000	4198338.24000	512761.35000	8.67274	38.40000
541	5	512761.47000	4198353.70000	4198337.25000	512761.50000	9.33025	38.90000
541	6	512761.47000	4198353.70000	4198336.26000	512761.66000	9.98873	38.30000
541	7	512761.47000	4198353.70000	4198335.28000	512761.82000	10.64141	41.00000
541	8	512761.47000	4198353.70000	4198334.29000	512761.97000	11.30129	39.30000
542	1	512761.15000	4198355.09000	4198342.46000	512760.50000	7.00313	34.20000
542	2	512761.15000	4198355.09000	4198341.47000	512760.63000	7.65643	36.80000
542	3	512761.15000	4198355.09000	4198340.48000	512760.76000	8.31110	38.50000
542	4	512761.15000	4198355.09000	4198339.49000	512760.90000	8.86678	36.70000
542	5	512761.15000	4198355.09000	4198338.50000	512761.03000	9.52354	38.30000
542	6	512761.15000	4198355.09000	4198337.51000	512761.16000	10.18107	37.70000
542	7	512761.15000	4198355.09000	4198336.51000	512761.29000	10.84587	40.00000
542	8	512761.15000	4198355.09000	4198335.52000	512761.42000	11.50456	38.80000
543	1	512760.80000	4198356.52000	4198343.87000	512760.30000	7.01188	33.80000
543	2	512760.80000	4198356.52000	4198342.88000	512760.43000	7.86646	36.20000
543	3	512760.80000	4198356.52000	4198341.89000	512760.56000	8.52224	37.90000
543	4	512760.80000	4198356.52000	4198340.90000	512760.69000	9.07899	36.20000
543	5	512760.80000	4198356.52000	4198339.90000	512760.82000	9.74320	37.80000
543	6	512760.80000	4198356.52000	4198338.91000	512760.95000	10.40142	37.00000
543	7	512760.80000	4198356.52000	4198337.92000	512761.08000	11.06020	39.90000
543	8	512760.80000	4198356.52000	4198336.93000	512761.21000	11.71946	37.90000
544	1	512760.09000	4198359.14000	4198346.31000	512760.10000	7.32492	32.50000
544	2	512760.09000	4198359.14000	4198345.31000	512760.20000	7.88966	35.00000
544	3	512760.09000	4198359.14000	4198344.32000	512760.30000	8.54816	35.30000
544	4	512760.09000	4198359.14000	4198343.32000	512760.40000	9.11365	35.60000
544	5	512760.09000	4198359.14000	4198342.33000	512760.50000	9.77276	36.40000
544	6	512760.09000	4198359.14000	4198341.33000	512760.60000	10.43874	36.80000
544	7	512760.09000	4198359.14000	4198340.34000	512760.70000	10.99827	39.10000
544	8	512760.09000	4198359.14000	4198339.34000	512760.80000	11.66460	37.10000
545	1	512759.65000	4198360.77000	4198347.75000	512760.04000	7.25504	31.60000
545	2	512759.65000	4198360.77000	4198346.76000	512760.13000	8.11443	33.80000
545	3	512759.65000	4198360.77000	4198345.76000	512760.21000	8.78036	33.30000
545	4	512759.65000	4198360.77000	4198344.77000	512760.30000	9.34000	35.00000
545	5	512759.65000	4198360.77000	4198343.77000	512760.38000	9.90609	36.80000
545	6	512759.65000	4198360.77000	4198342.77000	512760.46000	10.57224	35.50000
545	7	512759.65000	4198360.77000	4198341.78000	512760.55000	11.23210	38.30000
545	8	512759.65000	4198360.77000	4198340.78000	512760.63000	11.79834	36.20000
546	1	512759.47000	4198362.38000	4198349.23000	512759.99000	7.24437	31.30000
546	2	512759.47000	4198362.38000	4198348.24000	512760.07000	7.90380	33.60000
546	3	512759.47000	4198362.38000	4198347.24000	512760.16000	8.57024	33.30000
546	4	512759.47000	4198362.38000	4198346.24000	512760.24000	9.13645	33.90000
546	5	512759.47000	4198362.38000	4198345.25000	512760.33000	9.79640	36.20000
546	6	512759.47000	4198362.38000	4198344.25000	512760.41000	10.36269	35.40000
546	7	512759.47000	4198362.38000	4198343.26000	512760.50000	11.02274	36.90000
546	8	512759.47000	4198362.38000	4198342.26000	512760.58000	11.58910	35.30000
547	1	512759.51000	4198364.12000	4198350.62000	512759.91000	7.67404	30.90000
547	2	512759.51000	4198364.12000	4198349.63000	512759.99000	8.23319	32.50000
547	3	512759.51000	4198364.12000	4198348.63000	512760.07000	8.89908	31.70000
547	4	512759.51000	4198364.12000	4198347.63000	512760.14000	9.56480	33.10000
547	5	512759.51000	4198364.12000	4198346.64000	512760.22000	10.22420	35.60000
547	6	512759.51000	4198364.12000	4198345.64000	512760.30000	10.79028	34.50000
547	7	512759.51000	4198364.12000	4198344.64000	512760.38000	11.45642	35.30000
547	8	512759.51000	4198364.12000	4198343.65000	512760.46000	12.01597	34.80000
548	1	512759.58000	4198365.84000	4198352.02000	512759.63000	7.98278	30.00000
548	2	512759.58000	4198365.84000	4198351.03000	512759.70000	8.54085	32.00000
548	3	512759.58000	4198365.84000	4198350.03000	512759.77000	9.20574	30.70000
548	4	512759.58000	4198365.84000	4198349.03000	512759.84000	9.87077	31.60000
548	5	512759.58000	4198365.84000	4198348.03000	512759.91000	10.53592	34.50000
548	6	512759.58000	4198365.84000	4198347.04000	512759.99000	11.09466	32.70000
548	7	512759.58000	4198365.84000	4198346.04000	512760.06000	11.76001	34.60000
548	8	512759.58000	4198365.84000	4198345.04000	512760.13000	12.42543	33.90000
549	1	512759.68000	4198367.39000	4198353.25000	512759.58000	8.29558	30.50000
549	2	512759.68000	4198367.39000	4198352.26000	512759.65000	8.75318	31.30000
549	3	512759.68000	4198367.39000	4198351.26000	512759.72000	9.71764	29.90000
549	4	512759.68000	4198367.39000	4198350.26000	512759.80000	10.08234	31.30000
549	5	512759.68000	4198367.39000	4198349.26000	512759.87000	10.84717	33.60000
549	6	512759.68000	4198367.39000	4198348.27000	512759.94000	11.30549	32.60000
549	7	512759.68000	4198367.39000	4198347.27000	512760.01000	12.17057	32.80000
549	8	512759.68000	4198367.39000	4198346.27000	512760.08000	12.53574	33.00000
550	1	512759.75000	4198368.07000	4198353.88000	512759.61000	8.12903	30.20000
550	2	512759.75000	4198368.07000	4198352.88000	512759.69000	8.79310	30.90000
550	3	512759.75000	4198368.07000	4198351.89000	512759.76000	9.45083	29.10000
550	4	512759.75000	4198368.07000	4198350.89000	512759.84000	10.01544	29.60000
550	5	512759.75000	4198368.07000	4198349.89000	512759.92000	10.68026	33.60000
550	6	512759.75000	4198368.07000	4198348.89000	512759.99000	11.34518	31.60000
550	7	512759.75000	4198368.07000	4198347.90000	512760.07000	12.00368	32.10000
550	8	512759.75000	4198368.07000	4198346.90000	512760.15000	12.66896	32.20000
551	1	512759.86000	4198369.34000	4198355.49000	512759.76000	8.00290	29.00000
551	2	512759.86000	4198369.34000	4198354.49000	512759.86000	8.56711	30.70000
551	3	512759.86000	4198369.34000	4198353.50000	512759.96000	9.22513	28.60000
551	4	512759.86000	4198369.34000	4198352.50000	512760.06000	9.89016	29.30000
551	5	512759.86000	4198369.34000	4198351.51000	512760.16000	10.54885	32.00000
551	6	512759.86000	4198369.34000	4198350.51000	512760.25000	11.21431	30.90000
551	7	512759.86000	4198369.34000	4198349.52000	512760.35000	11.87346	31.40000
551	8	512759.86000	4198369.34000	4198348.52000	512760.45000	12.53944	31.50000
552	1	512759.71000	4198372.35000	4198358.16000	512759.60000	8.02886	28.40000
552	2	512759.71000	4198372.35000	4198357.16000	512759.70000	8.89303	29.90000
552	3	512759.71000	4198372.35000	4198356.17000	512759.81000	9.75104	28.10000
552	4	512759.71000	4198372.35000	4198355.17000	512759.92000	10.21614	27.60000
552	5	512759.71000	4198372.35000	4198354.18000	512760.02000	10.67485	31.90000
552	6	512759.71000	4198372.35000	4198353.19000	512760.13000	11.23396	30.30000
552	7	512759.71000	4198372.35000	4198352.19000	512760.23000	11.79981	31.00000
552	8	512759.71000	4198372.35000	4198351.20000	512760.34000	12.55939	30.30000
553	1	512759.48000	4198373.72000	4198359.56000	512759.39000	8.10883	28.50000
553	2	512759.48000	4198373.72000	4198358.57000	512759.50000	8.66645	28.70000
553	3	512759.48000	4198373.72000	4198357.57000	512759.60000	9.33119	27.70000
553	4	512759.48000	4198373.72000	4198356.58000	512759.70000	9.98964	27.10000
553	5	512759.48000	4198373.72000	4198355.58000	512759.80000	10.65503	31.00000
553	6	512759.48000	4198373.72000	4198354.59000	512759.91000	11.31417	29.90000
553	7	512759.48000	4198373.72000	4198353.59000	512760.01000	11.98005	30.30000
553	8	512759.48000	4198373.72000	4198352.60000	512760.11000	12.63947	30.40000
554	1	512759.20000	4198375.31000	4198361.07000	512759.14000	8.26188	27.10000
554	2	512759.20000	4198375.31000	4198360.08000	512759.24000	8.91964	28.20000
554	3	512759.20000	4198375.31000	4198359.08000	512759.34000	9.58445	27.00000
554	4	512759.20000	4198375.31000	4198358.09000	512759.44000	10.14297	26.50000
554	5	512759.20000	4198375.31000	4198357.09000	512759.54000	10.80842	30.70000
554	6	512759.20000	4198375.31000	4198356.10000	512759.64000	11.46747	29.60000
554	7	512759.20000	4198375.31000	4198355.10000	512759.74000	12.13336	29.60000
554	8	512759.20000	4198375.31000	4198354.11000	512759.83000	12.79260	29.20000
555	1	512758.93000	4198376.81000	4198362.52000	512759.04000	8.39530	26.40000
555	2	512758.93000	4198376.81000	4198361.53000	512759.14000	8.95378	27.20000
555	3	512758.93000	4198376.81000	4198360.53000	512759.24000	9.61924	26.40000
555	4	512758.93000	4198376.81000	4198359.54000	512759.34000	10.27832	26.40000
555	5	512758.93000	4198376.81000	4198358.54000	512759.44000	10.94426	29.10000
555	6	512758.93000	4198376.81000	4198357.55000	512759.54000	11.60376	29.10000
555	7	512758.93000	4198376.81000	4198356.55000	512759.64000	12.27006	28.50000
555	8	512758.93000	4198376.81000	4198355.56000	512759.74000	12.92986	28.90000
556	1	512758.76000	4198377.37000	4198363.31000	512758.85000	8.04238	26.00000
556	2	512758.76000	4198377.37000	4198362.31000	512758.94000	8.70736	25.90000
556	3	512758.76000	4198377.37000	4198361.32000	512759.03000	9.36596	26.50000
556	4	512758.76000	4198377.37000	4198360.32000	512759.11000	9.93129	25.90000
556	5	512758.76000	4198377.37000	4198359.32000	512759.20000	10.59692	28.70000
556	6	512758.76000	4198377.37000	4198358.33000	512759.29000	11.25606	27.80000
556	7	512758.76000	4198377.37000	4198357.33000	512759.38000	11.92199	28.10000
556	8	512758.76000	4198377.37000	4198356.34000	512759.46000	12.58116	27.80000
557	1	512758.38000	4198378.67000	4198364.87000	512758.68000	7.87160	24.50000
557	2	512758.38000	4198378.67000	4198363.87000	512758.75000	8.43696	25.40000
557	3	512758.38000	4198378.67000	4198362.88000	512758.82000	9.09577	26.50000
557	4	512758.38000	4198378.67000	4198361.88000	512758.89000	9.76129	25.40000
557	5	512758.38000	4198378.67000	4198360.88000	512758.96000	10.42688	27.10000
557	6	512758.38000	4198378.67000	4198359.88000	512759.03000	11.09252	27.30000
557	7	512758.38000	4198378.67000	4198358.89000	512759.11000	11.75181	27.60000
557	8	512758.38000	4198378.67000	4198357.89000	512759.18000	12.41754	27.00000
558	1	512758.12000	4198379.70000	4198366.22000	512758.51000	7.66056	24.20000
558	2	512758.12000	4198379.70000	4198365.22000	512758.58000	8.22612	25.00000
558	3	512758.12000	4198379.70000	4198364.22000	512758.64000	8.89152	25.30000
558	4	512758.12000	4198379.70000	4198363.22000	512758.71000	9.55718	24.60000
558	5	512758.12000	4198379.70000	4198362.23000	512758.78000	10.21625	26.70000
558	6	512758.12000	4198379.70000	4198361.23000	512758.85000	10.88201	27.00000
558	7	512758.12000	4198379.70000	4198360.23000	512758.92000	11.54779	27.30000
558	8	512758.12000	4198379.70000	4198359.23000	512758.99000	12.11361	26.30000
559	1	512758.03000	4198380.70000	4198367.35000	512758.45000	7.47482	23.70000
559	2	512758.03000	4198380.70000	4198366.35000	512758.52000	8.04044	24.60000
559	3	512758.03000	4198380.70000	4198365.36000	512758.59000	8.69948	25.00000
559	4	512758.03000	4198380.70000	4198364.36000	512758.66000	9.26521	24.40000
559	5	512758.03000	4198380.70000	4198363.36000	512758.73000	9.93098	26.10000
559	6	512758.03000	4198380.70000	4198362.36000	512758.80000	10.59678	26.50000
559	7	512758.03000	4198380.70000	4198361.37000	512758.87000	11.25598	26.90000
559	8	512758.03000	4198380.70000	4198360.37000	512758.94000	11.92183	26.20000
560	1	512757.60000	4198384.02000	4198371.49000	512758.22000	7.13577	23.30000
560	2	512757.60000	4198384.02000	4198370.49000	512758.31000	7.80240	24.30000
560	3	512757.60000	4198384.02000	4198369.50000	512758.40000	8.36247	24.50000
560	4	512757.60000	4198384.02000	4198368.50000	512758.48000	9.02886	24.10000
560	5	512757.60000	4198384.02000	4198367.51000	512758.57000	9.68902	25.40000
560	6	512757.60000	4198384.02000	4198366.51000	512758.66000	10.25585	26.10000
560	7	512757.60000	4198384.02000	4198365.51000	512758.74000	10.92231	26.60000
560	8	512757.60000	4198384.02000	4198364.52000	512758.83000	11.48256	25.60000
561	1	512757.71000	4198385.51000	4198372.79000	512758.33000	7.06186	23.00000
561	2	512757.71000	4198385.51000	4198371.80000	512758.44000	7.62254	24.00000
561	3	512757.71000	4198385.51000	4198370.80000	512758.56000	8.29039	24.10000
561	4	512757.71000	4198385.51000	4198369.81000	512758.67000	8.95138	23.60000
561	5	512757.71000	4198385.51000	4198368.82000	512758.78000	9.61247	25.10000
561	6	512757.71000	4198385.51000	4198367.82000	512758.89000	10.28027	25.80000
561	7	512757.71000	4198385.51000	4198366.83000	512759.01000	10.84198	25.80000
561	8	512757.71000	4198385.51000	4198365.84000	512759.12000	11.50330	25.30000
562	1	512757.82000	4198387.24000	4198374.27000	512758.11000	7.32009	22.80000
562	2	512757.82000	4198387.24000	4198373.27000	512758.23000	7.98639	22.90000
562	3	512757.82000	4198387.24000	4198372.28000	512758.34000	8.64620	23.90000
562	4	512757.82000	4198387.24000	4198371.28000	512758.45000	9.21291	23.30000
562	5	512757.82000	4198387.24000	4198370.29000	512758.56000	9.87319	24.80000
562	6	512757.82000	4198387.24000	4198369.30000	512758.68000	10.53395	25.10000
562	7	512757.82000	4198387.24000	4198368.30000	512758.79000	11.20121	25.40000
562	8	512757.82000	4198387.24000	4198367.31000	512758.90000	11.86195	24.70000
563	1	512758.07000	4198389.03000	4198375.51000	512758.00000	7.78351	22.50000
563	2	512758.07000	4198389.03000	4198374.51000	512758.11000	8.44788	22.70000
563	3	512758.07000	4198389.03000	4198373.52000	512758.23000	9.10620	24.00000
563	4	512758.07000	4198389.03000	4198372.53000	512758.35000	9.66503	23.00000
563	5	512758.07000	4198389.03000	4198371.53000	512758.47000	10.33094	24.10000
563	6	512758.07000	4198389.03000	4198370.54000	512758.59000	10.99057	24.70000
563	7	512758.07000	4198389.03000	4198369.55000	512758.70000	11.65029	24.90000
563	8	512758.07000	4198389.03000	4198368.55000	512758.82000	12.31709	24.90000
564	1	512758.24000	4198390.71000	4198376.77000	512757.78000	8.06750	22.40000
564	2	512758.24000	4198390.71000	4198375.78000	512757.89000	8.62299	22.50000
564	3	512758.24000	4198390.71000	4198374.78000	512758.01000	9.28582	23.90000
564	4	512758.24000	4198390.71000	4198373.79000	512758.13000	9.94276	22.80000
564	5	512758.24000	4198390.71000	4198372.80000	512758.25000	10.60033	23.80000
564	6	512758.24000	4198390.71000	4198371.81000	512758.37000	11.25844	24.30000
564	7	512758.24000	4198390.71000	4198370.81000	512758.49000	11.92363	24.50000
564	8	512758.24000	4198390.71000	4198369.82000	512758.61000	12.58258	24.40000
565	1	512758.42000	4198392.39000	4198378.36000	512757.61000	8.03778	22.10000
565	2	512758.42000	4198392.39000	4198377.36000	512757.73000	8.59723	22.50000
565	3	512758.42000	4198392.39000	4198376.37000	512757.85000	9.25126	23.50000
565	4	512758.42000	4198392.39000	4198375.38000	512757.97000	9.90628	22.60000
565	5	512758.42000	4198392.39000	4198374.39000	512758.09000	10.56214	23.90000
565	6	512758.42000	4198392.39000	4198373.39000	512758.21000	11.22536	23.70000
565	7	512758.42000	4198392.39000	4198372.40000	512758.33000	11.88253	24.10000
565	8	512758.42000	4198392.39000	4198371.41000	512758.45000	12.54021	24.10000
566	1	512758.35000	4198394.22000	4198379.90000	512757.35000	8.33812	22.10000
566	2	512758.35000	4198394.22000	4198378.91000	512757.46000	9.08993	22.20000
566	3	512758.35000	4198394.22000	4198377.91000	512757.57000	9.24960	23.20000
566	4	512758.35000	4198394.22000	4198376.92000	512757.69000	9.90338	22.80000
566	5	512758.35000	4198394.22000	4198375.93000	512757.80000	10.55832	23.20000
566	6	512758.35000	4198394.22000	4198374.93000	512757.91000	11.22061	23.60000
566	7	512758.35000	4198394.22000	4198373.94000	512758.02000	11.87687	23.70000
566	8	512758.35000	4198394.22000	4198372.94000	512758.13000	12.54029	23.50000
567	1	512757.83000	4198396.10000	4198381.26000	512757.04000	8.47443	22.10000
567	2	512757.83000	4198396.10000	4198380.26000	512757.13000	9.53519	22.20000
567	3	512757.83000	4198396.10000	4198379.27000	512757.21000	9.69031	22.80000
567	4	512757.83000	4198396.10000	4198378.27000	512757.30000	10.35241	22.20000
567	5	512757.83000	4198396.10000	4198377.27000	512757.39000	11.01504	23.10000
567	6	512757.83000	4198396.10000	4198376.28000	512757.47000	11.67161	23.20000
567	7	512757.83000	4198396.10000	4198375.28000	512757.56000	12.33505	23.30000
567	8	512757.83000	4198396.10000	4198374.29000	512757.64000	12.99224	23.40000
568	1	512757.40000	4198397.64000	4198382.61000	512756.91000	8.69202	22.00000
568	2	512757.40000	4198397.64000	4198381.62000	512756.98000	9.34818	22.40000
568	3	512757.40000	4198397.64000	4198380.62000	512757.04000	10.01150	22.50000
568	4	512757.40000	4198397.64000	4198379.62000	512757.10000	10.57508	22.40000
568	5	512757.40000	4198397.64000	4198378.62000	512757.17000	11.23880	22.80000
568	6	512757.40000	4198397.64000	4198377.62000	512757.23000	11.90281	23.40000
568	7	512757.40000	4198397.64000	4198376.63000	512757.30000	12.56029	22.90000
568	8	512757.40000	4198397.64000	4198375.63000	512757.36000	13.22461	23.20000
569	1	512756.96000	4198399.19000	4198384.14000	512756.74000	8.70107	22.10000
569	2	512756.96000	4198399.19000	4198383.14000	512756.78000	9.26512	22.20000
569	3	512756.96000	4198399.19000	4198382.14000	512756.83000	9.92923	22.30000
569	4	512756.96000	4198399.19000	4198381.15000	512756.87000	10.58686	21.80000
569	5	512756.96000	4198399.19000	4198380.15000	512756.92000	11.25119	22.40000
569	6	512756.96000	4198399.19000	4198379.15000	512756.96000	11.91562	22.70000
569	7	512756.96000	4198399.19000	4198378.15000	512757.00000	12.58009	22.80000
569	8	512756.96000	4198399.19000	4198377.15000	512757.05000	13.24464	23.30000
570	1	512756.47000	4198400.78000	4198385.64000	512756.54000	8.65991	22.10000
570	2	512756.47000	4198400.78000	4198384.64000	512756.57000	9.32446	22.00000
570	3	512756.47000	4198400.78000	4198383.64000	512756.59000	9.98898	22.10000
570	4	512756.47000	4198400.78000	4198382.64000	512756.62000	10.55357	21.90000
570	5	512756.47000	4198400.78000	4198381.64000	512756.65000	11.21817	22.50000
570	6	512756.47000	4198400.78000	4198380.64000	512756.68000	11.88279	23.20000
570	7	512756.47000	4198400.78000	4198379.65000	512756.70000	12.54070	22.50000
570	8	512756.47000	4198400.78000	4198378.65000	512756.73000	13.20533	23.40000
571	1	512756.05000	4198407.28000	4198390.55000	512756.65000	9.82343	21.80000
571	2	512756.05000	4198407.28000	4198389.55000	512756.74000	10.38965	22.00000
571	3	512756.05000	4198407.28000	4198388.55000	512756.82000	11.05570	22.40000
571	4	512756.05000	4198407.28000	4198387.56000	512756.90000	11.61516	21.60000
571	5	512756.05000	4198407.28000	4198386.56000	512756.99000	12.28160	22.60000
571	6	512756.05000	4198407.28000	4198385.56000	512757.07000	12.84780	22.70000
571	7	512756.05000	4198407.28000	4198384.57000	512757.15000	13.50739	22.50000
571	8	512756.05000	4198407.28000	4198383.57000	512757.23000	14.17365	23.00000
572	1	512756.22000	4198408.79000	4198392.11000	512756.76000	9.88886	22.30000
572	2	512756.22000	4198408.79000	4198391.11000	512756.86000	10.45520	22.10000
572	3	512756.22000	4198408.79000	4198390.12000	512756.96000	11.11506	22.10000
572	4	512756.22000	4198408.79000	4198389.12000	512757.06000	11.78168	21.40000
572	5	512756.22000	4198408.79000	4198388.13000	512757.17000	12.44208	22.60000
572	6	512756.22000	4198408.79000	4198387.13000	512757.27000	13.10893	22.70000
572	7	512756.22000	4198408.79000	4198386.14000	512757.37000	13.66922	22.00000
572	8	512756.22000	4198408.79000	4198385.14000	512757.47000	14.23622	23.00000
573	1	512756.40000	4198409.52000	4198392.79000	512756.82000	9.81978	22.00000
573	2	512756.40000	4198409.52000	4198391.80000	512756.94000	10.47955	21.90000
573	3	512756.40000	4198409.52000	4198390.80000	512757.05000	11.14603	21.50000
573	4	512756.40000	4198409.52000	4198389.81000	512757.17000	11.70634	21.60000
573	5	512756.40000	4198409.52000	4198388.82000	512757.28000	12.36658	22.40000
573	6	512756.40000	4198409.52000	4198387.82000	512757.40000	13.03391	22.50000
573	7	512756.40000	4198409.52000	4198386.83000	512757.51000	13.59444	21.80000
573	8	512756.40000	4198409.52000	4198385.84000	512757.63000	14.25543	22.90000
574	1	512756.89000	4198411.03000	4198393.95000	512756.82000	10.14893	22.40000
574	2	512756.89000	4198411.03000	4198392.96000	512756.96000	10.70673	22.30000
574	3	512756.89000	4198411.03000	4198391.97000	512757.10000	11.36522	22.20000
574	4	512756.89000	4198411.03000	4198390.98000	512757.24000	12.02429	21.70000
574	5	512756.89000	4198411.03000	4198389.99000	512757.38000	12.68386	22.50000
574	6	512756.89000	4198411.03000	4198389.00000	512757.52000	13.34386	22.20000
574	7	512756.89000	4198411.03000	4198388.01000	512757.66000	13.90424	21.60000
574	8	512756.89000	4198411.03000	4198387.02000	512757.80000	14.56494	22.90000
575	1	512757.35000	4198412.69000	4198395.25000	512756.62000	10.39819	22.40000
575	2	512757.35000	4198412.69000	4198394.26000	512756.77000	11.05191	22.10000
575	3	512757.35000	4198412.69000	4198393.27000	512756.93000	11.70667	22.70000
575	4	512757.35000	4198412.69000	4198392.28000	512757.08000	12.36265	22.10000
575	5	512757.35000	4198412.69000	4198391.29000	512757.24000	13.01946	22.60000
575	6	512757.35000	4198412.69000	4198390.31000	512757.39000	13.67046	22.10000
575	7	512757.35000	4198412.69000	4198389.32000	512757.54000	14.22875	21.60000
575	8	512757.35000	4198412.69000	4198388.33000	512757.70000	14.88772	22.80000
