%FFID	CHAN	SOU_X	SOU_Y	REC_Y	REC_X	PICK2	SOU_STAT
131	7	512741.79000	4198416.91000	4198396.61000	512730.57000	13.61154	7.60000
131	8	512741.79000	4198416.91000	4198395.61000	512730.53000	14.20871	7.90000
132	1	512742.77000	4198417.92000	4198403.66000	512730.82000	10.56220	11.00000
132	2	512742.77000	4198417.92000	4198402.66000	512730.75000	11.00727	10.60000
132	3	512742.77000	4198417.92000	4198401.67000	512730.67000	11.56187	11.60000
132	4	512742.77000	4198417.92000	4198400.67000	512730.59000	12.13103	9.20000
132	5	512742.77000	4198417.92000	4198399.67000	512730.51000	12.70843	10.30000
132	6	512742.77000	4198417.92000	4198398.68000	512730.44000	13.38394	6.90000
132	7	512742.77000	4198417.92000	4198397.68000	512730.36000	13.97518	7.60000
132	8	512742.77000	4198417.92000	4198396.68000	512730.28000	14.17220	8.60000
133	1	512744.13000	4198419.05000	4198405.19000	512730.95000	10.80845	11.70000
133	2	512744.13000	4198419.05000	4198404.20000	512730.81000	11.25486	11.30000
133	3	512744.13000	4198419.05000	4198403.21000	512730.68000	11.80730	12.20000
133	4	512744.13000	4198419.05000	4198402.22000	512730.54000	12.47332	10.20000
133	5	512744.13000	4198419.05000	4198401.23000	512730.40000	12.94744	9.70000
133	6	512744.13000	4198419.05000	4198400.24000	512730.27000	13.52481	7.50000
133	7	512744.13000	4198419.05000	4198399.25000	512730.13000	14.11265	9.80000
133	8	512744.13000	4198419.05000	4198398.26000	512729.99000	14.70622	9.20000
134	1	512745.35000	4198419.54000	4198406.19000	512731.14000	10.95505	12.20000
134	2	512745.35000	4198419.54000	4198405.21000	512730.95000	11.39850	12.50000
134	3	512745.35000	4198419.54000	4198404.23000	512730.77000	11.84766	12.40000
134	4	512745.35000	4198419.54000	4198403.24000	512730.58000	12.51557	11.20000
134	5	512745.35000	4198419.54000	4198402.26000	512730.39000	13.08676	10.60000
134	6	512745.35000	4198419.54000	4198401.28000	512730.20000	13.66516	8.40000
134	7	512745.35000	4198419.54000	4198400.30000	512730.02000	14.14587	10.30000
134	8	512745.35000	4198419.54000	4198399.32000	512729.83000	14.73660	9.90000
135	1	512746.74000	4198420.09000	4198407.15000	512731.24000	11.31623	12.60000
135	2	512746.74000	4198420.09000	4198406.19000	512730.98000	11.76278	12.50000
135	3	512746.74000	4198420.09000	4198405.22000	512730.72000	12.62336	12.90000
135	4	512746.74000	4198420.09000	4198404.25000	512730.47000	12.78786	12.30000
135	5	512746.74000	4198420.09000	4198403.29000	512730.21000	13.36023	10.60000
135	6	512746.74000	4198420.09000	4198402.32000	512729.95000	13.84414	8.70000
135	7	512746.74000	4198420.09000	4198401.35000	512729.70000	14.42978	10.80000
135	8	512746.74000	4198420.09000	4198400.39000	512729.44000	14.92055	10.30000
136	1	512747.96000	4198420.49000	4198408.04000	512731.37000	11.68206	13.20000
136	2	512747.96000	4198420.49000	4198407.09000	512731.05000	12.13597	13.60000
136	3	512747.96000	4198420.49000	4198406.15000	512730.72000	12.49993	13.60000
136	4	512747.96000	4198420.49000	4198405.20000	512730.40000	13.07100	12.80000
136	5	512747.96000	4198420.49000	4198404.25000	512730.08000	13.64939	11.10000
136	6	512747.96000	4198420.49000	4198403.30000	512729.76000	14.13435	9.40000
136	7	512747.96000	4198420.49000	4198402.36000	512729.44000	14.72055	11.20000
136	8	512747.96000	4198420.49000	4198401.41000	512729.12000	15.21663	10.40000
137	1	512749.13000	4198420.41000	4198408.93000	512731.67000	11.58437	13.70000
137	2	512749.13000	4198420.41000	4198408.01000	512731.29000	12.03598	14.20000
137	3	512749.13000	4198420.41000	4198407.08000	512730.91000	12.90039	14.60000
137	4	512749.13000	4198420.41000	4198406.16000	512730.53000	12.96892	13.20000
137	5	512749.13000	4198420.41000	4198405.23000	512730.15000	13.54868	11.50000
137	6	512749.13000	4198420.41000	4198404.31000	512729.77000	14.03073	10.00000
137	7	512749.13000	4198420.41000	4198403.38000	512729.39000	14.62282	12.70000
137	8	512749.13000	4198420.41000	4198402.46000	512729.01000	15.11578	10.60000
138	1	512750.05000	4198420.28000	4198410.11000	512732.09000	11.61398	14.50000
138	2	512750.05000	4198420.28000	4198409.22000	512731.64000	12.07028	14.10000
138	3	512750.05000	4198420.28000	4198408.33000	512731.18000	12.54094	14.60000
138	4	512750.05000	4198420.28000	4198407.44000	512730.73000	13.01368	13.60000
138	5	512750.05000	4198420.28000	4198406.54000	512730.28000	13.49716	12.20000
138	6	512750.05000	4198420.28000	4198405.65000	512729.83000	14.08317	10.90000
138	7	512750.05000	4198420.28000	4198404.76000	512729.38000	14.67475	13.60000
138	8	512750.05000	4198420.28000	4198403.87000	512728.93000	15.17135	11.20000
139	1	512752.19000	4198419.67000	4198411.94000	512733.11000	11.47866	16.00000
139	2	512752.19000	4198419.67000	4198411.11000	512732.55000	11.93546	15.30000
139	3	512752.19000	4198419.67000	4198410.29000	512731.98000	12.30444	14.80000
139	4	512752.19000	4198419.67000	4198409.46000	512731.42000	12.77796	13.70000
139	5	512752.19000	4198419.67000	4198408.63000	512730.86000	13.25861	13.10000
139	6	512752.19000	4198419.67000	4198407.81000	512730.30000	13.84247	11.50000
139	7	512752.19000	4198419.67000	4198406.98000	512729.73000	14.34090	14.50000
139	8	512752.19000	4198419.67000	4198406.15000	512729.17000	14.93863	11.60000
140	1	512753.08000	4198419.25000	4198412.51000	512733.62000	11.48382	16.20000
140	2	512753.08000	4198419.25000	4198411.71000	512733.02000	11.83936	15.60000
140	3	512753.08000	4198419.25000	4198410.91000	512732.43000	12.29772	15.20000
140	4	512753.08000	4198419.25000	4198410.11000	512731.83000	12.67028	14.40000
140	5	512753.08000	4198419.25000	4198409.30000	512731.23000	13.15273	13.80000
140	6	512753.08000	4198419.25000	4198408.50000	512730.63000	13.73891	12.60000
140	7	512753.08000	4198419.25000	4198407.70000	512730.04000	14.22487	15.00000
140	8	512753.08000	4198419.25000	4198406.90000	512729.44000	14.82197	11.90000
141	1	512753.91000	4198418.83000	4198413.39000	512734.30000	11.32197	16.80000
141	2	512753.91000	4198418.83000	4198412.62000	512733.66000	11.67363	17.30000
141	3	512753.91000	4198418.83000	4198411.85000	512733.02000	12.13473	15.60000
141	4	512753.91000	4198418.83000	4198411.08000	512732.39000	12.59799	15.00000
141	5	512753.91000	4198418.83000	4198410.31000	512731.75000	13.07504	14.40000
141	6	512753.91000	4198418.83000	4198409.54000	512731.11000	13.55880	13.40000
141	7	512753.91000	4198418.83000	4198408.77000	512730.47000	14.14857	15.50000
141	8	512753.91000	4198418.83000	4198408.00000	512729.84000	14.63767	12.50000
142	1	512754.38000	4198418.48000	4198413.85000	512734.71000	11.12696	19.30000
142	2	512754.38000	4198418.48000	4198413.09000	512734.06000	11.86858	18.10000
142	3	512754.38000	4198418.48000	4198412.33000	512733.41000	12.12041	16.20000
142	4	512754.38000	4198418.48000	4198411.57000	512732.76000	12.28134	15.60000
142	5	512754.38000	4198418.48000	4198410.81000	512732.11000	12.85037	15.30000
142	6	512754.38000	4198418.48000	4198410.05000	512731.46000	13.22666	14.10000
142	7	512754.38000	4198418.48000	4198409.30000	512730.80000	14.01324	16.20000
142	8	512754.38000	4198418.48000	4198408.54000	512730.15000	14.50175	13.20000
143	1	512757.65000	4198415.73000	4198415.95000	512737.50000	11.08950	19.80000
143	2	512757.65000	4198415.73000	4198415.25000	512736.78000	11.47078	18.60000
143	3	512757.65000	4198415.73000	4198414.56000	512736.06000	11.86656	16.60000
143	4	512757.65000	4198415.73000	4198413.87000	512735.33000	12.28197	16.50000
143	5	512757.65000	4198415.73000	4198413.18000	512734.61000	12.70245	16.00000
143	6	512757.65000	4198415.73000	4198412.48000	512733.89000	13.13438	14.70000
143	7	512757.65000	4198415.73000	4198411.79000	512733.17000	13.57511	16.80000
143	8	512757.65000	4198415.73000	4198411.10000	512732.45000	13.72446	13.50000
144	1	512758.89000	4198414.45000	4198416.91000	512738.49000	11.05302	20.20000
144	2	512758.89000	4198414.45000	4198416.30000	512737.70000	11.33329	19.20000
144	3	512758.89000	4198414.45000	4198415.68000	512736.91000	11.72750	17.40000
144	4	512758.89000	4198414.45000	4198415.07000	512736.13000	12.12853	17.20000
144	5	512758.89000	4198414.45000	4198414.46000	512735.34000	12.54784	17.50000
144	6	512758.89000	4198414.45000	4198413.84000	512734.55000	12.97784	15.80000
144	7	512758.89000	4198414.45000	4198413.23000	512733.76000	13.41734	17.80000
144	8	512758.89000	4198414.45000	4198412.61000	512732.97000	13.86593	14.00000
145	1	512759.64000	4198413.49000	4198417.47000	512739.19000	11.24299	21.10000
145	2	512759.64000	4198413.49000	4198416.92000	512738.35000	11.52859	20.50000
145	3	512759.64000	4198413.49000	4198416.37000	512737.52000	11.82173	18.40000
145	4	512759.64000	4198413.49000	4198415.82000	512736.68000	12.33417	17.60000
145	5	512759.64000	4198413.49000	4198415.27000	512735.85000	12.75149	17.90000
145	6	512759.64000	4198413.49000	4198414.72000	512735.01000	13.18584	17.10000
145	7	512759.64000	4198413.49000	4198414.17000	512734.18000	13.52298	18.40000
145	8	512759.64000	4198413.49000	4198413.61000	512733.34000	13.87527	14.60000
146	1	512760.16000	4198412.67000	4198418.24000	512740.07000	10.85239	21.70000
146	2	512760.16000	4198412.67000	4198417.77000	512739.19000	11.13971	21.00000
146	3	512760.16000	4198412.67000	4198417.30000	512738.31000	11.54064	19.20000
146	4	512760.16000	4198412.67000	4198416.83000	512737.42000	11.96038	18.10000
146	5	512760.16000	4198412.67000	4198416.36000	512736.54000	12.38471	19.10000
146	6	512760.16000	4198412.67000	4198415.89000	512735.66000	12.81907	17.70000
146	7	512760.16000	4198412.67000	4198415.42000	512734.77000	13.26910	19.10000
146	8	512760.16000	4198412.67000	4198414.96000	512733.89000	13.62135	15.50000
147	1	512760.63000	4198411.88000	4198419.01000	512741.26000	10.71468	22.10000
147	2	512760.63000	4198411.88000	4198418.63000	512740.34000	11.00819	22.60000
147	3	512760.63000	4198411.88000	4198418.25000	512739.41000	11.32125	20.20000
147	4	512760.63000	4198411.88000	4198417.87000	512738.49000	11.73986	19.70000
147	5	512760.63000	4198411.88000	4198417.49000	512737.56000	12.17562	21.40000
147	6	512760.63000	4198411.88000	4198417.11000	512736.64000	12.61460	18.50000
147	7	512760.63000	4198411.88000	4198416.73000	512735.71000	13.06882	19.90000
147	8	512760.63000	4198411.88000	4198416.35000	512734.79000	13.52444	17.00000
148	1	512761.10000	4198411.28000	4198419.81000	512742.55000	10.46627	23.50000
148	2	512761.10000	4198411.28000	4198419.52000	512741.59000	10.77223	22.90000
148	3	512761.10000	4198411.28000	4198419.23000	512740.63000	11.09109	21.00000
148	4	512761.10000	4198411.28000	4198418.94000	512739.67000	11.52151	20.60000
148	5	512761.10000	4198411.28000	4198418.66000	512738.72000	11.85808	22.10000
148	6	512761.10000	4198411.28000	4198418.37000	512737.76000	12.30805	19.60000
148	7	512761.10000	4198411.28000	4198418.08000	512736.80000	12.76645	20.80000
148	8	512761.10000	4198411.28000	4198417.79000	512735.85000	13.12605	17.10000
149	1	512761.29000	4198410.61000	4198420.39000	512744.04000	10.17578	24.90000
149	2	512761.29000	4198410.61000	4198420.18000	512743.06000	10.38058	24.00000
149	3	512761.29000	4198410.61000	4198419.97000	512742.08000	10.69866	21.90000
149	4	512761.29000	4198410.61000	4198419.77000	512741.10000	11.13139	22.40000
149	5	512761.29000	4198410.61000	4198419.56000	512740.13000	11.46574	23.50000
149	6	512761.29000	4198410.61000	4198419.36000	512739.15000	11.91817	20.20000
149	7	512761.29000	4198410.61000	4198419.15000	512738.17000	12.27663	21.90000
149	8	512761.29000	4198410.61000	4198418.95000	512737.19000	12.74503	19.00000
150	1	512761.89000	4198409.20000	4198420.51000	512747.02000	9.81357	26.40000
150	2	512761.89000	4198409.20000	4198420.46000	512746.02000	10.12943	25.80000
150	3	512761.89000	4198409.20000	4198420.42000	512745.02000	10.46208	22.70000
150	4	512761.89000	4198409.20000	4198420.37000	512744.02000	10.70254	23.90000
150	5	512761.89000	4198409.20000	4198420.33000	512743.02000	11.05671	25.00000
150	6	512761.89000	4198409.20000	4198420.28000	512742.02000	11.41658	20.90000
150	7	512761.89000	4198409.20000	4198420.24000	512741.02000	11.78780	24.00000
150	8	512761.89000	4198409.20000	4198420.19000	512740.02000	12.26315	20.70000
151	1	512762.21000	4198408.38000	4198420.35000	512748.52000	9.48311	27.20000
151	2	512762.21000	4198408.38000	4198420.38000	512747.52000	9.90352	26.70000
151	3	512762.21000	4198408.38000	4198420.41000	512746.52000	10.23695	24.00000
151	4	512762.21000	4198408.38000	4198420.43000	512745.52000	10.57800	25.00000
151	5	512762.21000	4198408.38000	4198420.46000	512744.52000	10.83327	25.40000
151	6	512762.21000	4198408.38000	4198420.49000	512743.52000	11.19757	22.70000
151	7	512762.21000	4198408.38000	4198420.52000	512742.52000	11.56990	24.70000
151	8	512762.21000	4198408.38000	4198420.55000	512741.52000	11.94940	21.50000
152	1	512762.43000	4198407.36000	4198420.04000	512749.89000	9.14951	27.90000
152	2	512762.43000	4198407.36000	4198420.15000	512748.89000	9.57586	28.90000
152	3	512762.43000	4198407.36000	4198420.26000	512747.90000	10.01040	25.10000
152	4	512762.43000	4198407.36000	4198420.37000	512746.90000	10.36136	27.30000
152	5	512762.43000	4198407.36000	4198420.47000	512745.91000	10.71320	25.60000
152	6	512762.43000	4198407.36000	4198420.58000	512744.92000	10.97815	23.50000
152	7	512762.43000	4198407.36000	4198420.69000	512743.92000	11.35633	25.50000
152	8	512762.43000	4198407.36000	4198420.80000	512742.93000	11.74262	22.50000
153	1	512762.49000	4198406.96000	4198419.93000	512750.63000	9.37774	27.90000
153	2	512762.49000	4198406.96000	4198420.09000	512749.64000	9.80711	29.80000
153	3	512762.49000	4198406.96000	4198420.24000	512748.65000	9.84473	26.20000
153	4	512762.49000	4198406.96000	4198420.39000	512747.66000	10.69392	28.40000
153	5	512762.49000	4198406.96000	4198420.55000	512746.68000	11.05257	26.90000
153	6	512762.49000	4198406.96000	4198420.70000	512745.69000	11.32071	24.50000
153	7	512762.49000	4198406.96000	4198420.86000	512744.70000	11.70094	26.30000
153	8	512762.49000	4198406.96000	4198421.01000	512743.71000	12.08406	23.30000
154	1	512762.57000	4198406.56000	4198419.80000	512751.43000	8.99708	28.70000
154	2	512762.57000	4198406.56000	4198420.00000	512750.45000	9.52507	30.50000
154	3	512762.57000	4198406.56000	4198420.20000	512749.47000	9.56604	27.00000
154	4	512762.57000	4198406.56000	4198420.40000	512748.49000	10.41837	29.00000
154	5	512762.57000	4198406.56000	4198420.60000	512747.51000	10.78069	27.80000
154	6	512762.57000	4198406.56000	4198420.80000	512746.53000	11.15182	25.70000
154	7	512762.57000	4198406.56000	4198421.00000	512745.55000	11.53074	27.40000
154	8	512762.57000	4198406.56000	4198421.20000	512744.57000	11.81657	23.40000
155	1	512762.77000	4198405.36000	4198419.60000	512752.93000	8.60103	29.20000
155	2	512762.77000	4198405.36000	4198419.90000	512751.98000	9.03072	30.80000
155	3	512762.77000	4198405.36000	4198420.20000	512751.02000	9.47708	27.90000
155	4	512762.77000	4198405.36000	4198420.50000	512750.07000	9.93044	30.80000
155	5	512762.77000	4198405.36000	4198420.80000	512749.12000	10.39345	28.60000
155	6	512762.77000	4198405.36000	4198421.10000	512748.16000	10.86948	26.90000
155	7	512762.77000	4198405.36000	4198421.40000	512747.21000	11.24861	27.50000
155	8	512762.77000	4198405.36000	4198421.70000	512746.26000	11.63440	25.10000
156	1	512763.01000	4198404.00000	4198419.05000	512754.30000	8.55395	29.60000
156	2	512763.01000	4198404.00000	4198419.44000	512753.38000	8.99102	31.40000
156	3	512763.01000	4198404.00000	4198419.82000	512752.45000	9.53832	28.80000
156	4	512763.01000	4198404.00000	4198420.21000	512751.53000	9.99827	31.30000
156	5	512763.01000	4198404.00000	4198420.59000	512750.61000	10.46214	29.50000
156	6	512763.01000	4198404.00000	4198420.98000	512749.68000	10.94369	27.70000
156	7	512763.01000	4198404.00000	4198421.36000	512748.76000	11.42330	28.40000
156	8	512763.01000	4198404.00000	4198421.75000	512747.84000	11.81451	26.00000
157	1	512763.18000	4198403.24000	4198418.76000	512755.01000	8.45387	30.60000
157	2	512763.18000	4198403.24000	4198419.19000	512754.11000	9.39170	31.70000
157	3	512763.18000	4198403.24000	4198419.62000	512753.21000	9.44129	30.40000
157	4	512763.18000	4198403.24000	4198420.05000	512752.30000	10.30482	31.60000
157	5	512763.18000	4198403.24000	4198420.48000	512751.40000	11.07394	30.60000
157	6	512763.18000	4198403.24000	4198420.90000	512750.50000	11.34565	28.90000
157	7	512763.18000	4198403.24000	4198421.33000	512749.59000	11.83389	29.00000
157	8	512763.18000	4198403.24000	4198421.76000	512748.69000	12.12452	26.60000
158	1	512763.39000	4198402.49000	4198418.46000	512755.71000	8.87455	31.40000
158	2	512763.39000	4198402.49000	4198418.93000	512754.83000	9.31563	31.80000
158	3	512763.39000	4198402.49000	4198419.40000	512753.95000	9.66811	30.70000
158	4	512763.39000	4198402.49000	4198419.87000	512753.07000	10.23059	32.00000
158	5	512763.39000	4198402.49000	4198420.35000	512752.19000	10.80748	31.40000
158	6	512763.39000	4198402.49000	4198420.82000	512751.31000	11.28642	29.70000
158	7	512763.39000	4198402.49000	4198421.29000	512750.42000	11.77601	29.40000
158	8	512763.39000	4198402.49000	4198421.77000	512749.54000	12.17343	27.90000
159	1	512764.62000	4198397.93000	4198415.06000	512759.89000	9.00800	31.40000
159	2	512764.62000	4198397.93000	4198415.81000	512759.23000	9.40847	32.20000
159	3	512764.62000	4198397.93000	4198416.56000	512758.57000	9.81511	31.90000
159	4	512764.62000	4198397.93000	4198417.31000	512757.91000	10.32707	32.10000
159	5	512764.62000	4198397.93000	4198418.06000	512757.24000	10.84597	31.60000
159	6	512764.62000	4198397.93000	4198418.81000	512756.58000	11.26674	30.70000
159	7	512764.62000	4198397.93000	4198419.55000	512755.92000	11.78493	29.90000
159	8	512764.62000	4198397.93000	4198420.30000	512755.26000	12.31246	28.50000
160	1	512765.14000	4198396.51000	4198413.92000	512760.81000	9.32051	32.10000
160	2	512765.14000	4198396.51000	4198414.74000	512760.24000	9.74289	31.90000
160	3	512765.14000	4198396.51000	4198415.56000	512759.67000	10.26928	31.60000
160	4	512765.14000	4198396.51000	4198416.38000	512759.11000	10.69722	32.90000
160	5	512765.14000	4198396.51000	4198417.21000	512758.54000	11.23635	32.20000
160	6	512765.14000	4198396.51000	4198418.03000	512757.97000	11.67177	31.10000
160	7	512765.14000	4198396.51000	4198418.85000	512757.40000	12.20952	30.30000
160	8	512765.14000	4198396.51000	4198419.67000	512756.83000	12.64932	29.10000
161	1	512765.76000	4198395.22000	4198412.60000	512761.68000	9.46211	32.40000
161	2	512765.76000	4198395.22000	4198413.47000	512761.20000	9.89905	32.20000
161	3	512765.76000	4198395.22000	4198414.34000	512760.71000	10.43998	32.00000
161	4	512765.76000	4198395.22000	4198415.21000	512760.22000	10.98304	33.00000
161	5	512765.76000	4198395.22000	4198416.09000	512759.73000	11.43433	32.50000
161	6	512765.76000	4198395.22000	4198416.96000	512759.24000	11.98083	31.60000
161	7	512765.76000	4198395.22000	4198417.83000	512758.75000	12.42874	30.70000
161	8	512765.76000	4198395.22000	4198418.70000	512758.26000	12.97790	31.00000
162	1	512766.07000	4198393.63000	4198410.50000	512762.64000	9.23865	32.50000
162	2	512766.07000	4198393.63000	4198411.43000	512762.27000	9.69375	32.50000
162	3	512766.07000	4198393.63000	4198412.36000	512761.90000	10.24989	32.70000
162	4	512766.07000	4198393.63000	4198413.28000	512761.53000	10.80043	33.30000
162	5	512766.07000	4198393.63000	4198414.21000	512761.15000	11.35976	32.50000
162	6	512766.07000	4198393.63000	4198415.14000	512760.78000	11.81823	32.10000
162	7	512766.07000	4198393.63000	4198416.07000	512760.41000	12.37728	31.30000
162	8	512766.07000	4198393.63000	4198417.00000	512760.04000	12.93681	31.60000
163	1	512766.15000	4198392.06000	4198409.26000	512762.83000	9.53953	32.50000
163	2	512766.15000	4198392.06000	4198410.21000	512762.52000	10.09863	32.40000
163	3	512766.15000	4198392.06000	4198411.16000	512762.22000	10.65689	33.10000
163	4	512766.15000	4198392.06000	4198412.11000	512761.91000	11.21689	33.20000
163	5	512766.15000	4198392.06000	4198413.06000	512761.60000	11.77725	32.60000
163	6	512766.15000	4198392.06000	4198414.01000	512761.29000	12.33794	32.30000
163	7	512766.15000	4198392.06000	4198414.96000	512760.98000	12.89890	31.40000
163	8	512766.15000	4198392.06000	4198415.92000	512760.67000	13.46659	31.80000
164	1	512766.31000	4198390.77000	4198407.73000	512763.34000	9.44059	32.30000
164	2	512766.31000	4198390.77000	4198408.70000	512763.09000	10.00421	32.40000
164	3	512766.31000	4198390.77000	4198409.67000	512762.85000	10.56684	32.70000
164	4	512766.31000	4198390.77000	4198410.64000	512762.61000	11.12960	33.00000
164	5	512766.31000	4198390.77000	4198411.61000	512762.37000	11.69248	32.70000
164	6	512766.31000	4198390.77000	4198412.58000	512762.13000	12.25545	32.10000
164	7	512766.31000	4198390.77000	4198413.55000	512761.89000	12.81850	32.00000
164	8	512766.31000	4198390.77000	4198414.52000	512761.65000	13.38163	31.90000
165	1	512766.20000	4198389.60000	4198406.28000	512763.28000	9.45160	32.60000
165	2	512766.20000	4198389.60000	4198407.25000	512763.08000	10.00940	32.60000
165	3	512766.20000	4198389.60000	4198408.23000	512762.87000	10.57493	32.80000
165	4	512766.20000	4198389.60000	4198409.21000	512762.67000	11.13933	33.20000
165	5	512766.20000	4198389.60000	4198410.19000	512762.46000	11.80493	33.50000
165	6	512766.20000	4198389.60000	4198411.17000	512762.26000	12.36936	32.30000
165	7	512766.20000	4198389.60000	4198412.15000	512762.05000	12.93501	32.40000
165	8	512766.20000	4198389.60000	4198413.13000	512761.84000	13.50069	32.20000
166	1	512766.21000	4198389.02000	4198405.59000	512763.14000	9.69734	32.40000
166	2	512766.21000	4198389.02000	4198406.57000	512762.94000	10.26182	32.50000
166	3	512766.21000	4198389.02000	4198407.55000	512762.75000	10.82509	32.80000
166	4	512766.21000	4198389.02000	4198408.53000	512762.55000	11.38959	33.30000
166	5	512766.21000	4198389.02000	4198409.51000	512762.35000	12.05409	33.30000
166	6	512766.21000	4198389.02000	4198410.49000	512762.16000	12.61737	32.50000
166	7	512766.21000	4198389.02000	4198411.47000	512761.96000	13.18189	32.50000
166	8	512766.21000	4198389.02000	4198412.45000	512761.77000	13.74517	32.50000
167	1	512766.27000	4198387.87000	4198404.23000	512763.25000	9.45409	32.00000
167	2	512766.27000	4198387.87000	4198405.22000	512763.09000	10.12028	32.70000
167	3	512766.27000	4198387.87000	4198406.21000	512762.92000	10.68767	33.00000
167	4	512766.27000	4198387.87000	4198407.19000	512762.76000	11.24735	33.20000
167	5	512766.27000	4198387.87000	4198408.18000	512762.60000	11.91357	33.20000
167	6	512766.27000	4198387.87000	4198409.17000	512762.43000	12.48098	32.40000
167	7	512766.27000	4198387.87000	4198410.15000	512762.27000	13.14068	33.40000
167	8	512766.27000	4198387.87000	4198411.14000	512762.10000	13.70809	32.60000
168	1	512766.33000	4198386.79000	4198402.77000	512763.27000	9.21086	31.80000
168	2	512766.33000	4198386.79000	4198403.76000	512763.12000	9.77570	32.50000
168	3	512766.33000	4198386.79000	4198404.75000	512762.96000	10.44182	32.70000
168	4	512766.33000	4198386.79000	4198405.74000	512762.81000	11.10674	33.10000
168	5	512766.33000	4198386.79000	4198406.73000	512762.66000	11.77171	33.10000
168	6	512766.33000	4198386.79000	4198407.72000	512762.51000	12.33671	32.40000
168	7	512766.33000	4198386.79000	4198408.70000	512762.36000	12.99520	33.40000
168	8	512766.33000	4198386.79000	4198409.69000	512762.20000	13.56142	32.50000
169	1	512766.39000	4198386.33000	4198401.99000	512763.29000	9.20723	31.80000
169	2	512766.39000	4198386.33000	4198402.98000	512763.15000	9.77064	32.70000
169	3	512766.39000	4198386.33000	4198403.97000	512763.01000	9.93415	32.60000
169	4	512766.39000	4198386.33000	4198404.96000	512762.87000	11.09776	32.30000
169	5	512766.39000	4198386.33000	4198405.95000	512762.73000	11.86143	33.00000
169	6	512766.39000	4198386.33000	4198406.94000	512762.59000	12.02518	32.50000
169	7	512766.39000	4198386.33000	4198407.93000	512762.45000	13.18897	33.30000
169	8	512766.39000	4198386.33000	4198408.92000	512762.31000	13.25282	32.20000
170	1	512766.76000	4198383.97000	4198398.73000	512763.27000	8.37774	31.50000
170	2	512766.76000	4198383.97000	4198399.72000	512763.13000	8.93947	32.50000
170	3	512766.76000	4198383.97000	4198400.71000	512762.98000	9.60297	32.30000
170	4	512766.76000	4198383.97000	4198401.70000	512762.84000	10.26523	32.10000
170	5	512766.76000	4198383.97000	4198402.69000	512762.70000	10.92771	32.80000
170	6	512766.76000	4198383.97000	4198403.68000	512762.56000	11.59038	32.40000
170	7	512766.76000	4198383.97000	4198404.67000	512762.42000	12.25321	33.30000
170	8	512766.76000	4198383.97000	4198405.66000	512762.28000	12.91617	32.00000
171	1	512766.86000	4198382.99000	4198397.27000	512763.28000	8.18200	30.70000
171	2	512766.86000	4198382.99000	4198398.26000	512763.14000	8.74292	32.50000
171	3	512766.86000	4198382.99000	4198399.25000	512763.00000	9.20424	31.40000
171	4	512766.86000	4198382.99000	4198400.24000	512762.86000	10.26591	31.40000
171	5	512766.86000	4198382.99000	4198401.23000	512762.72000	10.82786	32.70000
171	6	512766.86000	4198382.99000	4198402.22000	512762.58000	11.59006	32.00000
171	7	512766.86000	4198382.99000	4198403.21000	512762.44000	11.65246	32.90000
171	8	512766.86000	4198382.99000	4198404.20000	512762.30000	13.01505	32.00000
172	1	512767.07000	4198381.95000	4198395.78000	512763.42000	7.80402	30.10000
172	2	512767.07000	4198381.95000	4198396.77000	512763.29000	8.46244	31.60000
172	3	512767.07000	4198381.95000	4198397.76000	512763.15000	9.12307	31.50000
172	4	512767.07000	4198381.95000	4198398.75000	512763.01000	9.68413	31.40000
172	5	512767.07000	4198381.95000	4198399.74000	512762.87000	10.34556	32.40000
172	6	512767.07000	4198381.95000	4198400.73000	512762.74000	11.00579	31.70000
172	7	512767.07000	4198381.95000	4198401.72000	512762.60000	11.66780	32.40000
172	8	512767.07000	4198381.95000	4198402.71000	512762.46000	12.33003	31.80000
173	1	512767.29000	4198381.16000	4198394.32000	512763.68000	7.46722	29.70000
173	2	512767.29000	4198381.16000	4198395.31000	512763.55000	8.12486	31.40000
173	3	512767.29000	4198381.16000	4198396.30000	512763.42000	8.78325	30.80000
173	4	512767.29000	4198381.16000	4198397.29000	512763.29000	9.34224	30.50000
173	5	512767.29000	4198381.16000	4198398.29000	512763.16000	10.00820	31.80000
173	6	512767.29000	4198381.16000	4198399.28000	512763.04000	10.66660	31.40000
173	7	512767.29000	4198381.16000	4198400.27000	512762.91000	11.32693	31.80000
173	8	512767.29000	4198381.16000	4198401.26000	512762.78000	11.98755	31.50000
174	1	512767.35000	4198380.03000	4198392.89000	512763.69000	7.28418	29.30000
174	2	512767.35000	4198380.03000	4198393.88000	512763.55000	7.94275	31.50000
174	3	512767.35000	4198380.03000	4198394.88000	512763.42000	8.60680	30.40000
174	4	512767.35000	4198380.03000	4198395.87000	512763.28000	9.16679	29.90000
174	5	512767.35000	4198380.03000	4198396.86000	512763.15000	9.82568	31.40000
174	6	512767.35000	4198380.03000	4198397.85000	512763.01000	10.48663	30.80000
174	7	512767.35000	4198380.03000	4198398.84000	512762.87000	11.14794	30.90000
174	8	512767.35000	4198380.03000	4198399.83000	512762.74000	11.80803	31.70000
175	1	512767.44000	4198378.46000	4198391.31000	512764.07000	7.32695	28.70000
175	2	512767.44000	4198378.46000	4198392.30000	512763.95000	7.98389	30.70000
